study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB21776	SAMEA104726458	ERX3687309	ERR3697769	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/009/ERR3697769/ERR3697769_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/009/ERR3697769/ERR3697769_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697769/118_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697769/118_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/009/ERR3697769
PRJEB21776	SAMEA104726459	ERX3687310	ERR3697770	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/000/ERR3697770/ERR3697770_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/000/ERR3697770/ERR3697770_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697770/119_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697770/119_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/000/ERR3697770
PRJEB21776	SAMEA104726460	ERX3687311	ERR3697771	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/001/ERR3697771/ERR3697771_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/001/ERR3697771/ERR3697771_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697771/120_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697771/120_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/001/ERR3697771
PRJEB21776	SAMEA104726461	ERX3687312	ERR3697772	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/002/ERR3697772/ERR3697772_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/002/ERR3697772/ERR3697772_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697772/121_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697772/121_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/002/ERR3697772
PRJEB21776	SAMEA104726462	ERX3687313	ERR3697773	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/003/ERR3697773/ERR3697773_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/003/ERR3697773/ERR3697773_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697773/122_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697773/122_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/003/ERR3697773
PRJEB21776	SAMEA104726463	ERX3687314	ERR3697774	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/004/ERR3697774/ERR3697774_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/004/ERR3697774/ERR3697774_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697774/123_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697774/123_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/004/ERR3697774
PRJEB21776	SAMEA104726464	ERX3687315	ERR3697775	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/005/ERR3697775/ERR3697775_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/005/ERR3697775/ERR3697775_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697775/124_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697775/124_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/005/ERR3697775
PRJEB21776	SAMEA104726465	ERX3687316	ERR3697776	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/006/ERR3697776/ERR3697776_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/006/ERR3697776/ERR3697776_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697776/125_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697776/125_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/006/ERR3697776
PRJEB21776	SAMEA104726466	ERX3687317	ERR3697777	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/007/ERR3697777/ERR3697777_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/007/ERR3697777/ERR3697777_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697777/126_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697777/126_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/007/ERR3697777
PRJEB21776	SAMEA104726467	ERX3687318	ERR3697778	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/008/ERR3697778/ERR3697778_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/008/ERR3697778/ERR3697778_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697778/127_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697778/127_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/008/ERR3697778
PRJEB21776	SAMEA104726468	ERX3687319	ERR3697779	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/009/ERR3697779/ERR3697779_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/009/ERR3697779/ERR3697779_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697779/128_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697779/128_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/009/ERR3697779
PRJEB21776	SAMEA104726469	ERX3687320	ERR3697780	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/000/ERR3697780/ERR3697780_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/000/ERR3697780/ERR3697780_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697780/129_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697780/129_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/000/ERR3697780
PRJEB21776	SAMEA104726470	ERX3687321	ERR3697781	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/001/ERR3697781/ERR3697781_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/001/ERR3697781/ERR3697781_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697781/130_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697781/130_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/001/ERR3697781
PRJEB21776	SAMEA104726471	ERX3687322	ERR3697782	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/002/ERR3697782/ERR3697782_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/002/ERR3697782/ERR3697782_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697782/131_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697782/131_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/002/ERR3697782
PRJEB21776	SAMEA104726472	ERX3687323	ERR3697783	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/003/ERR3697783/ERR3697783_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/003/ERR3697783/ERR3697783_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697783/132_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697783/132_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/003/ERR3697783
PRJEB21776	SAMEA104726473	ERX3687324	ERR3697784	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/004/ERR3697784/ERR3697784_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/004/ERR3697784/ERR3697784_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697784/133_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697784/133_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/004/ERR3697784
PRJEB21776	SAMEA104726474	ERX3687325	ERR3697785	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/005/ERR3697785/ERR3697785_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/005/ERR3697785/ERR3697785_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697785/134_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697785/134_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/005/ERR3697785
PRJEB21776	SAMEA104726475	ERX3687326	ERR3697786	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/006/ERR3697786/ERR3697786_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/006/ERR3697786/ERR3697786_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697786/135_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697786/135_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/006/ERR3697786
PRJEB21776	SAMEA104726476	ERX3687327	ERR3697787	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/007/ERR3697787/ERR3697787_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/007/ERR3697787/ERR3697787_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697787/136_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697787/136_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/007/ERR3697787
PRJEB21776	SAMEA104726477	ERX3687328	ERR3697788	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/008/ERR3697788/ERR3697788_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/008/ERR3697788/ERR3697788_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697788/137_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697788/137_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/008/ERR3697788
PRJEB21776	SAMEA104726478	ERX3687329	ERR3697789	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/009/ERR3697789/ERR3697789_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/009/ERR3697789/ERR3697789_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697789/138_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697789/138_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/009/ERR3697789
PRJEB21776	SAMEA104726479	ERX3687330	ERR3697790	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/000/ERR3697790/ERR3697790_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/000/ERR3697790/ERR3697790_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697790/139_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697790/139_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/000/ERR3697790
PRJEB21776	SAMEA104726480	ERX3687331	ERR3697791	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/001/ERR3697791/ERR3697791_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/001/ERR3697791/ERR3697791_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697791/140_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697791/140_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/001/ERR3697791
PRJEB21776	SAMEA104726483	ERX3687332	ERR3697792	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/002/ERR3697792/ERR3697792_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/002/ERR3697792/ERR3697792_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697792/143_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697792/143_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/002/ERR3697792
